titulo,autor,ano,paginas,editora,rating,avaliacao,resenha,abandonos,relendo,lendo,querem_ler,leram,genero,male,female
Marte e Vênus no Quarto," John Gray, Ph.D.",1995,204,Rocco,3.3,11,0,1,0,2,48,31,Autoajuda / Sexo e Sexologia ,27,73
Um Coração Singelo,Gustave Flaubert,1986,78,Rocco,3.6,390,26,3,1,18,350,636,Ficção ,29,71
"Lírio Azul, Azul Lírio",Maggie Stiefvater,2015,347,Verus,4.4,2,139,15,1,86,3,3,  School Library JournalFicção / Literatura Estrangeira / Romance ,11,89
The Walking Dead,Robert Kirkman,2013,336,Galera,3.8,4,111,257,8,330,4,7,Ficção / Literatura Estrangeira / Terror ,40,60
Box Coleção Agatha Christie,Agatha Christie,2015,756,Nova,4.6,72,0,3,1,8,527,141," Rafiel não forneceu qualquer informação acerca do crime, do lugar, do assassino ou da vítima? Por onde Miss Marple poderia sequer começar? Seria essa apenas uma brincadeira de mau gosto? Ou o ato final que provará, de uma vez por todas, sua perspicácia e vocação como a Nêmesis vingadora, a Justiça inescapável?Literatura Estrangeira / Suspense e Mistério ",18,82
As aventuras da dona Friz - Castelo Medieval,Joanna Cole,2003,42,Rocco,5.0,1,0,0,0,0,4,1,"Apesar de ser sábado, quando vê Arnold indo para a Loja de Castelos, a professora segue o menino e, num passe de mágica, viajam para a Idade Média! ",0,100
Gostos adquiridos,Peter Mayle,1996,172,Rocco,3.9,6,0,0,0,0,15,15,"Artes / Aventura / Bem estar e lazer / Comunicação / Crônicas / Culinária e Gastronomia / Entretenimento / Ficção / História / Literatura Estrangeira / Moda, Estilo e Beleza / Não-ficção / Sociologia / Turismo e Viagens ",27,73
Tempo de reacender estrelas,Virginie Grimaldi,2020,288,Gutenberg,4.3,104,28,0,0,18,554,62,Chick-lit / Ficção / Literatura Estrangeira / Romance ,6,94
Frida e Trótski,Gérard de Cortanze,2018,288,Editora,3.9,137,15,2,0,18,1,142,Literatura Estrangeira ,11,89
Cretina Irresistível,Christina Lauren,2013,128,Universo,3.8,4,115,54,10,107,1,8,Erótico / Ficção / Literatura Estrangeira / Romance ,2,98
Agora Que Sou Mãe,Flávia Calina,2017,240,Editora,4.4,139,5,8,3,30,230,198,Autoajuda ,3,97
Sensacional,Andy Collins,2019,136,The,4.2,13,4,0,0,0,12,3,Ficção / Romance ,2,98
Olhos secos,Bernardo Ajzenberg,2009,184,Rocco,2.9,7,0,1,0,0,12,12,Ficção / Literatura Brasileira / Romance ,48,52
O que é um homem? (Vol. 1 Que legal pensar!),Cécile Robelin,2018,112,Galera,2.7,3,0,0,0,0,1,1,Infantojuvenil / Literatura Estrangeira ,46,54
Ele Está de Volta,Timur Vermes,2014,304,Intrínseca,3.4,1,99,460,2,345,3,2, Literatura Estrangeira ,28,72
La vida y lá época de Fernando VII,María Pilar Queralt,1999,216,Editora,4.5,1,0,0,0,0,0,0,História Geral ,0,0
Nocauteado Pelos Meus Nunga-Nungas,Louise Rennison,2006,143,Rocco,3.6,252,4,2,1,5,241,467, Já imaginaram o que vem por aí? ,1,99
"Liberdade, felicidade e foda-se!",Mirian Goldenberg,2019,160,Editora,3.3,25,6,2,1,3,190,18,Autoajuda / Literatura Brasileira / Não-ficção ,12,88
Insaciável,Meg Cabot,2012,504,Galera,3.8,3,191,248,8,171,3,6,Fantasia / Ficção / Literatura Estrangeira ,3,97
Quem tem fé não precisa de sorte,Padre Juarez de Castro,2017,208,Editora,4.0,2,0,0,0,2,13,2,Literatura Brasileira / Não-ficção / Religião e Espiritualidade ,19,81
A Sorte Segue a Coragem,Mario Sergio Cortella,2018,192,Editora,4.2,781,52,9,4,126,1,1,Filosofia / Literatura Brasileira / Política ,29,71
Corra para ser feliz,BELLA MACKIE,2019,304,HarperCollins,3.4,11,2,0,0,2,87,15,Autoajuda / Literatura Estrangeira ,12,88
Corte de Névoa e Fúria,Sarah J. Maas,2016,658,Galera,4.8,25,2,212,132,1,18,34,Fantasia / Ficção / Literatura Estrangeira / Romance / Jovem adulto ,5,95
Réquiem,Lauren Oliver,2014,304,Intrínseca,3.6,1,85,38,3,60,2,2,Ficção / Jovem adulto / Literatura Estrangeira ,6,94
Treinador,Michael Lewis,2010,96,Sextante,3.6,77,3,0,0,6,63,123,""" Bernardinho ",67,33
"Pensar bem, sentir-se bem",Walter Riso,2013,240,Planeta,3.9,39,2,1,0,16,131,52,Autoajuda / Literatura Brasileira ,27,73
O Cavalo Amarelo,Agatha Christie,2020,240,HarperCollins,4.0,1,69,31,3,47,2,3,Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,21,79
Finale,Becca Fitzpatrick,2013,304,Intrínseca,4.3,18,476,313,41,658,13,33,Suspense e Mistério / Ficção / Romance ,6,94
LOS CABALLEROS DEL TEMPLO DE SALOMON,Cruz Martinez Esteruelas,2005,175,Editora,5.0,1,0,0,0,0,0,0,História ,0,100
Desvendando o Espiritismo,Luis Eduardo de Souza,2014,96,Universo,4.1,22,3,0,0,5,22,41,Literatura Brasileira / Religião e Espiritualidade ,29,71
1001 Filmes para Ver Antes de Morrer,Steven Jay Schneider,2013,960,Sextante,4.3,1,34,48,18,592,2,2,Cinema ,41,59
A Caminho do Altar,Julia Quinn,2016,320,Arqueiro,4.2,11,704,64,20,441,9,16,Ficção / Literatura Estrangeira / Romance ,1,99
O Feitiço Do Tempo,Daria Song,2015,84,Sextante,4.3,14,0,0,0,2,78,21,Artes / Bem estar e lazer ,4,96
Cookie com caldo de picles,Julie Sternberg,2012,128,Gutenberg,4.0,12,0,0,0,1,5,8,com/pluricom  ,10,90
Sempre - A Redenção,J.M. Darhower,2016,512,Universo,4.4,274,15,3,0,14,572,351, Literatura Estrangeira / Romance ,1,99
Rádio Silêncio,Alice Oseman,2019,448,Rocco,4.3,733,127,6,2,33,1,715,Ficção / Jovem adulto / Literatura Estrangeira ,11,89
Manhã de Núpcias,Lisa Kleypas,2014,281,Arqueiro,4.4,5,202,15,11,64,3,7,Ficção / Literatura Estrangeira / Romance ,1,99
A Canção de Kahunsha,Anosh Irani,2008,301,Planeta,3.8,79,7,1,1,5,66,119,Ficção ,18,82
Renúncia,Norris G.,2019,252,Verus,3.9,14,3,1,0,2,92,20,Fantasia / Ficção / Literatura Estrangeira ,53,47
Hideaway,Penelope Douglas,2020,365,The,4.3,54,9,0,0,6,249,52,Literatura Estrangeira / Romance / Suspense e Mistério ,8,92
O Retrato do Rei,Ana Miranda,2003,357,Planeta,3.7,66,4,3,1,2,76,119,Literatura Brasileira / Romance ,37,63
Os Tambores de Outono,Diana Gabaldon,2008,544,Rocco,4.4,1,96,23,2,188,4,2,"Aventura / Biografia, Autobiografia, Memórias / Drama / Ficção / Literatura Estrangeira / Romance ",7,93
A Garota Gotic e o Festival mais Assustador que a Morte,Chris Riddell,2016,240,Galera,4.3,16,0,1,0,2,94,13, E todo mundo parece ter se esquecido do aniversário da garota Gotic!Infantojuvenil ,6,94
Enquanto Houver Tempo,Paola Scott,2018,295,The,4.4,406,58,2,1,10,273,473," Enquanto houver tempo, é possível mudar o rumo de duas vidas?Ficção / Jovem adulto / Literatura Brasileira / Romance ",1,99
Dentro do Espelho,Tana French,2011,496,Rocco,4.3,37,4,1,0,9,240,52,Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,15,85
Um Tempo Aceitável,Madeleine L'Engle,2019,336,HarperCollins,3.6,82,71,1,0,8,1,88," Em meio ao desespero, conseguirá Polly manter a si mesma e a Zachary vivos até que o portal reabra e eles possam voltar para casa?Fantasia / Ficção científica / Jovem adulto / Literatura Estrangeira ",20,80
Perigoso Demais,S.C. Stephens,2015,464,Valentina,4.3,1,54,27,6,44,1,2,Literatura Estrangeira / Romance ,2,98
Depois de você,Jojo Moyes,2016,320,Intrínseca,3.8,22,1,1,52,3,36,42,Literatura Estrangeira / Romance / Ficção ,4,96
Você é Insubstituível,Augusto Cury,2012,58,Sextante,3.5,6,216,180,30,125,2,14,Autoajuda / Bem estar e lazer / Literatura Brasileira ,19,81
Memórias de um Sargento de Milícias,Manuel Antônio de Almeida,2012,206,Martin,3.4,23,429,1,58,744,7,96,Ficção / Literatura Brasileira / Romance ,27,73
Revista Planeta Ed. 45,Revista Planeta,1976,240,Três,0.0,0,0,1,0,0,1,0,Jul/1976Religião e Espiritualidade ,50,50
As Regras da Casa de Sidra,John Irving,2013,672,Rocco,4.3,53,7,0,0,4,218,73,Ficção / Literatura Estrangeira / Romance ,23,77
Neurociência do Amor,Dr. Fernando Gomes Pinto,2017,160,Academia,3.5,21,0,0,0,5,165,12,Autoajuda / Não-ficção ,23,77
Tons de Sedução,Sherrilyn Kenyon; J. R. Ward; Susan Squires; Dianna Love,2012,416,Universo,4.4,12,0,1,0,2,153,26,Ward  ,6,94
Jardim Secreto,Johanna Basford,2014,96,Sextante,4.4,865,40,141,14,576,2,1,Artes / Bem estar e lazer ,7,93
Leah Fora de Sintonia,Becky Albertalli,2018,320,Intrínseca,3.9,1,182,28,2,93,3,2,Ficção / Jovem adulto / LGBT / GLS / Literatura Estrangeira ,19,81
"Mago, As Trevas de Sethanon",Raymond E. Feist,2016,593,Arqueiro,4.3,928,35,16,1,59,2,1,Fantasia ,61,39
Só Para Mulheres,Clarice Lispector,2008,160,Rocco,3.7,183,2,15,0,34,626,450,Crônicas / Literatura Brasileira ,5,95
Extraordinário,R. J. Palacio,2013,320,Intrínseca,4.6,60,3,863,129,3,38,103,Ficção / Infantojuvenil / Literatura Estrangeira ,14,86
O Órfão de Hitler,Paul Dowswell,2016,272,Planeta,4.1,807,52,24,5,84,4,1,História ,19,81
Cruella (e-Book),Serena Valentino,2020,356,Universo,3.9,22,1,0,0,13,606,14,Fantasia / Jovem adulto / Literatura Estrangeira ,8,92
Um Lugar No Coração,Amy Hatvany,2015,361,Verus,4.0,85,14,1,0,3,384,112,Ficção / Literatura Estrangeira / Romance ,4,96
A Transição Para o Oceano Azul,Chan Kim W,2017,288,Sextante,3.7,13,2,3,0,12,503,26,Administração / Literatura Estrangeira / Negócios e Empreendedorismo ,34,66
Eu e Outras Poesias,Augusto dos Anjos,2012,212,Martin,4.3,2,61,88,23,209,1,4,"Ficção / Literatura Brasileira / Poemas, poesias ",41,59
O Filme Perfeito,Jodi Picoult,2009,360,Planeta,3.8,252,29,17,0,10,567,372," Dividida entre o medo e a lembrança do amor, Cassie precisa resolver questões que nunca imaginou enfrentar - Como poderia partir? Mas, por outro lado, como poderia ficar? ",4,96
TOM CORAÇÃO LEAL,Ian Beck,2010,272,Galera,3.9,48,2,1,0,4,83,67,Aventura ,18,82
Que Tal Esta Noite?,Bridie Clark,2015,204,Verus,2.8,90,7,2,0,1,308,119,Ficção / Infantojuvenil / Jovem adulto / Literatura Estrangeira ,3,97
Breves Respostas Para Grandes Questões,Stephen Hawking,2018,256,Intrínseca,4.4,1,138,51,4,360,4,1,Didáticos / Técnico / Literatura Estrangeira ,35,65
Os segredos que guardamos,Lara Prescott,2020,368,Intrínseca,4.1,569,113,7,0,64,2,589,História Geral / Literatura Estrangeira / Não-ficção ,9,91
Uma literatura nos trópicos,Silviano Santiago,2000,220,Rocco,4.1,26,0,0,0,6,100,52,Literatura Brasileira ,40,60
Box Biblioteca Hogwarts,J.K. Rowling ,2017,384,Rocco,4.6,318,9,3,3,29,904,503,Fantasia / Literatura Estrangeira ,17,83
A Besta,J. R. Ward ,2016,608,Universo,4.6,1,54,6,4,63,1,1," Todavia, Mary se lançou a uma jornada própria, que tanto pode aproximá-los como pode ser a causa do rompimento do qual nenhum dos dois se recuperaráErótico / Ficção / Romance ",4,96
Filhas da Escuridão,L. J. Smith,2012,240,Galera,4.0,447,17,9,1,15,1,725,Ficção / Jovem adulto / Literatura Estrangeira / Romance ,12,88
Ética Para Viver Melhor,C. S. Lewis,2017,264,Editora,4.1,78,4,5,0,34,293,65,Não-ficção ,44,56
Merrick,Anne Rice,2009,336,Rocco,3.9,1,38,70,2,37,3,2,Ficção / Romance / Terror / Literatura Estrangeira ,25,75
Não Sou Uma Dessas,Lena Dunham,2014,304,Intrínseca,3.3,1,83,255,6,237,2,2,"Biografia, Autobiografia, Memórias ",5,95
Tigres em Dia Vermelho,Liza Klaussmann,2013,320,Intrínseca,3.6,472,26,37,0,37,1,672,Literatura Estrangeira / Romance ,10,90
Fim de Semana Alucinante,R. L. Stine,2003,139,Rocco,3.6,145,0,2,0,0,112,303,Infantojuvenil / Suspense e Mistério ,20,80
Brilhos,Sophia Bennett ,2011,288,Intrínseca,3.8,276,28,16,3,10,769,416," Lá, elas não só descobrem a explosão de cores e brilhos de uma cultura que ainda não conheciam, mas também deparam com uma grande questão: o que vale mais, seus sonhos ou seus ideais?Literatura Estrangeira ",2,98
Meu nome é maldade,R. L. Stine,2003,153,Rocco,3.4,37,1,1,0,1,34,69, Será que fazer 13 anos tem alguma ligação com o aparecimento de tantas forças negativas ao mesmo tempo? ,26,74
Cancioneiro,Fernando Pessoa,2008,240,Martin,4.3,390,12,13,8,55,289,898,"Literatura Brasileira / Poemas, poesias ",33,67
A Hora Mais Sombria,Meg Cabot,2007,271,Galera,4.4,14,151,50,25,92,4,29,Infantojuvenil / Literatura Estrangeira / Romance / Ficção ,4,96
Inferno,Max Hastings,2012,766,Intrínseca,4.5,213,13,32,3,150,1,347,História / Literatura Estrangeira ,45,55
International Guy: San Francisco,Audrey Carlan,2018,190,Verus,3.7,43,4,0,0,1,115,4,Erótico / Ficção / Literatura Estrangeira / Romance ,4,96
Segredos do Acampamento Meio-Sangue,Rick Riordan,2018,176,Intrínseca,4.3,505,43,0,1,36,1,635,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira ,18,82
Mas será o Benedito?,Mario Prata,2011,175,Planeta,3.4,215,4,7,2,9,163,458," Afinal, nada como uma boa história pra boi dormir, não é?!Comunicação / Dicionários ",35,65
Peitos - O manual da proprietária,Kristi Funk,2019,416,Editora,3.0,2,1,1,0,0,38,2,Literatura Estrangeira / Medicina e Saúde / Não-ficção ,7,93
O Traidor de Belém,Matt Rees,2007,286,Planeta,3.9,28,0,1,0,4,34,46,Romance policial ,35,65
As boas filhas,Joyce Maynard,2012,320,Rocco,3.8,18,1,0,0,3,241,27,Ficção / Literatura Estrangeira / Romance ,4,96
O fotógrafo,Cristovão Tezza,2004,224,Rocco,3.4,107,8,12,0,9,134,208,Literatura Brasileira ,45,55
"A Revolta de Atlas, vol. 1",Ayn Rand,2010,352,Arqueiro,4.4,2,103,168,7,716,5,3,Distopia / Drama / Ficção / Literatura Estrangeira / Romance ,58,42
A Música do Silêncio,Patrick Rothfuss,2015,144,Arqueiro,3.9,2,154,172,3,309,5,3,Fantasia ,43,57
A Sabedoria dos Salmos,Lourivaldo Perez Baçan,2007,80,Universo,2.8,2,0,0,0,1,2,3,Religião e Espiritualidade ,40,60
Cem Gramas de Centeio,Agatha Christie,2016,232,HarperCollins,4.0,2,110,24,5,73,2,5,Crime / Literatura Estrangeira / Romance policial / Suspense e Mistério ,22,78
O Som do Amor,Jojo Moyes,2016,304,Intrínseca,3.7,2,135,132,7,225,8,2,Literatura Estrangeira / Romance ,5,95
Perguntaram-me se Acredito em Deus,Rubem Alves,2007,176,Planeta,4.1,324,16,7,2,25,337,561,Literatura Brasileira / Suspense e Mistério / Romance policial ,36,64
Livro de colorir - Mauricio de Sousa 80 anos,Mauricio de Sousa,2015,96,Sextante,4.2,5,0,0,0,2,60,9,Autoajuda ,6,94
Desvendando o Nosso Lar,Luis Eduardo de Souza,2010,160,Universo,4.0,58,4,2,0,3,69,101,Literatura Brasileira / Religião e Espiritualidade ,35,65
Amanhã Você Vai Entender,Rebecca Stead,2011,224,Intrínseca,4.0,2,135,52,8,91,3,3,Infantojuvenil / Literatura Estrangeira ,13,87
O Menino da Lista de Schindler,Leon Leyson,2014,256,Rocco,4.6,1,157,15,1,136,2,2,Drama / História / Literatura Estrangeira ,14,86
Sendo Nikki,Meg Cabot,2012,320,Galera,4.0,2,67,80,6,72,2,4,Chick-lit / Ficção / Jovem adulto / Literatura Estrangeira ,2,98
Peixe Fora D'Água,Lynda Mullaly Hunt,2017,262,Rocco,4.9,17,4,0,0,3,102,19,Ficção / Infantojuvenil / Literatura Estrangeira ,12,88
Orgulho e Preconceito,Jane Austen,2012,480,Martin,4.6,48,2,2,465,6,51,85,Ficção / Literatura Estrangeira / Romance ,9,91
Fim dos Dias,Susan Ee,2018,322,Verus,4.3,650,43,3,2,24,622,785,"Forçados a escolher um lado na luta pelo domínio terreno, Raffe e Penryn têm uma difícil decisão a tomar: defender sua própria raça ou um ao outro?Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ",6,94
O Carcereiro,Luís Humberto Carrijo,2018,271,Rocco,4.2,20,6,0,0,3,60,24,Literatura Brasileira / Política ,48,52
A Casa & A Rua,Roberto DaMatta,2003,164,Rocco,3.9,85,2,6,0,20,156,191,Não-ficção / Sociologia ,42,58
A Guerra Pela Uber,Mike Isaac,2020,464,Intrínseca,4.1,17,4,0,0,2,378,15,Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo ,38,62
História Bizarra da 2ª Guerra Mundial,Otavio Cohen,2015,288,Planeta,3.9,167,15,2,0,9,258,215, Diversão e conhecimento junto e misturado!História / Literatura Brasileira / Não-ficção ,43,57
O Guia do Herói Para Ser Um Fora da Lei,Christopher Healy,2017,350,Verus,3.8,16,1,1,0,1,61,12,Fantasia / Ficção / Literatura Estrangeira ,23,77
O mergulho,Pipín Ferreras,2005,312,Planeta,4.0,19,2,0,0,0,4,32,   ,32,68
O Guia Definitivo do Mochileiro das Galáxias, Douglas Adams,2016,672,Arqueiro,4.3,1,101,150,28,1,3,1," Ficção científica / Humor, Comédia / Literatura Estrangeira ",43,57
A Árvore de Ferro,Holly Black,2004,125,Rocco,4.0,1,21,7,1,7,1,1,Fantasia ,33,67
Garotas Como Nós,Dana Mele,2019,400,Universo,3.5,292,48,19,3,31,1,323,Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério ,7,93
A Garota dos Olhos Azuis,Karin Slaughter,2016,123,HarperCollins,3.6,1,120,28,1,72,1,1,Literatura Estrangeira / Romance policial / Suspense e Mistério ,8,92
Praticando o Poder do Agora,Eckhart Tolle,2003,96,Sextante,4.0,400,21,27,9,118,1,795,Religião e Espiritualidade ,33,67
O Livro do Perdão,Robin Casarjian,2014,240,Valentina,4.2,39,5,1,1,22,290,48,Autoajuda / Literatura Estrangeira ,18,82
Deus me Ama,Wayne Jacobsen,2010,208,Sextante,4.1,55,5,4,0,10,93,130,Religião e Espiritualidade ,28,72
O Código Da Vinci,Dan Brown,2016,312,Arqueiro,4.1,79,1,4,179,2,75,276,Aventura / Ficção / Literatura Estrangeira / Suspense e Mistério ,31,69
Harry Potter e o Enigma do Príncipe,J.K. Rowling ,2005,512,Rocco,4.7,110,1,606,481,2,99,326,Literatura Estrangeira / Infantojuvenil / Aventura / Fantasia / Ficção / Romance / Suspense e Mistério ,26,74
Êxtase,Lauren Kate,2020,346,Galera,4.1,14,404,637,38,783,68,29,Aventura / Ficção / Romance ,8,92
Jovens Com Atitude Enriquecem Mais Rápido,Kent Healye,2013,352,Universo,4.1,107,6,13,3,69,298,179, Junte-se a esse time! ,45,55
Tendência à Distração,Edward M. Hallowell,1999,354,Rocco,4.0,23,0,0,0,8,36,46, (Livraria Cultura) ,37,63
A Morte de Rachel,Anne Cassidy,2015,272,Rocco,3.7,101,4,1,0,7,357,160,Ficção / Literatura Estrangeira ,11,89
Dívida de Honra,Glendon Swarthout,2015,304,Planeta,3.9,36,4,1,0,1,51,46,Ficção / História / Literatura Estrangeira ,43,57
Forest Gump,Winston Groom,1999,196,Rocco,4.2,456,27,8,0,20,559,629,Fantasia / Ficção / Línguas Estrangeiras / Literatura Estrangeira ,33,67
Poses e trejeitos,Maria Inez Turazzi,1995,309,Rocco,4.7,3,0,0,0,1,15,8,"""Entre tantos méritos, a pesquisa original e exaustiva feita por Maria Inez Turazzi, em boa hora dada a público no presente volume, conseguiu revelar-nos a montagem de um amplo sistema exibicionista, no período 1839-1889, através das grandes exposições universais, bem como nacionais e provinciais, em que a fotografia iria ocupar, desde logo, o primeiro plano"" ",40,60
O Ônibus Mágico,Joanna Cole,2000,44,Rocco,3.5,11,1,0,0,0,6,26, Hoje já ilustrou mais de duas dúzias de livros e mora com a mulher e os filhos na mesma cidade da família Cole! ,18,82
Eugênia e os Robôs,Janaina Tokitaka,2014,96,Rocco,3.8,22,2,1,0,3,111,33," Mas será que esses seres previsíveis conseguirão substituir os amigos de carne e osso de quem Eugênia tanto sente falta, com suas atitudes e pensamentos por vezes indecifráveis?  ",16,84
Sussurro,Becca Fitzpatrick,2013,260,Intrínseca,4.2,43,1,720,212,1,16,106,Jovem adulto / Literatura Estrangeira ,9,91
Homeland: Como Tudo Começou,Andrew Kaplan,2014,320,Intrínseca,3.8,256,13,26,0,35,456,395,Literatura Estrangeira / Suspense e Mistério ,36,64
Uma Questão de Fé,Jodi Picoult,2008,424,Planeta,4.1,143,13,3,1,17,405,249," Uma das romancistas mais poderosas e provocadoras, autora best-seller do NYT, Jodi Picoult examina brilhantemente a crença, os milagres e a complexidade familiar ",9,91
Harry Potter e o Enigma do Príncipe,J.K. Rowling ,2017,472,Rocco,4.7,110,1,606,481,2,99,326,Infantojuvenil / Literatura Estrangeira / Aventura / Fantasia / Ficção / Romance / Suspense e Mistério ,26,74
Perdido em Marte,Andy Weir,2014,336,Arqueiro,4.4,4,344,236,9,478,5,6,Ficção científica / Literatura Estrangeira ,48,52
A Estrada da Noite,Joe Hill,2010,320,Sextante,3.9,10,506,880,20,583,6,15,Literatura Estrangeira ,33,67
Sempre teremos o verão,Jenny Han,2019,256,Intrínseca,3.8,4,418,64,2,118,4,5,Literatura Estrangeira / Romance ,3,97
Antologia do Retrato,Emil Cioran,1998,252,Rocco,3.6,5,0,1,0,0,28,14,"Biografia, Autobiografia, Memórias / Filosofia / História ",73,27
Elis e Eu,João Marcello Bôscoli,2019,200,Editora,4.4,186,28,0,0,5,248,203,"Biografia, Autobiografia, Memórias / Literatura Brasileira ",25,75
Feitiços e Sutiãs,Sarah Mlynowski,2006,384,Galera,3.8,490,8,16,1,9,525,849,Chick-lit ,2,98
Caçadora de Unicórnios,Diana Peterfreund,2013,364,Record,3.9,534,28,35,1,47,1,831,Fantasia / Ficção / Literatura Estrangeira ,7,93
Dexter no Escuro,Jeff Lindsay,2010,288,Planeta,3.8,2,62,57,2,150,4,4,Drama / Ficção / Suspense e Mistério ,33,67
Nuvem da Morte,Andrew Lane,2011,288,Intrínseca,3.9,1,73,91,4,119,1,2,"""Aventura / Literatura Estrangeira ",32,68
An expert teacher,Tomoko Takakura,2018,126,HarperCollins,5.0,1,0,0,0,0,0,1," But while he acts like a sophisticated gentleman, Luke is secretly planning to make Gemma his mistressRomance ",0,100
Mar de Rosas,Nora Roberts,2014,288,Arqueiro,4.2,5,234,55,6,126,3,8,Ficção / Literatura Estrangeira / Romance ,1,99
1001 razões para gostar do Rio,Marcelo Camacho,2016,160,Planeta,3.8,2,2,0,0,0,6,2,"O que faz você gostar do Rio? Praias, florestas, lagoas? Surfe, futebol, skate, voo livre? Samba, funk, bossa nova? Restaurantes, sorveterias, botecos? Museus, igrejas, centros culturais, palácios? Pintura, escultura, fotografia, grafite? Subúrbio, Zona Sul, Centro? Festa junina, carnaval, Ano Novo? Corcovado, Pão de Açúcar, Dois Irmãos, Pedra da Gávea? Malandros da Lapa, garotas de Ipanema, meninos do Rio? Em 1001 Razões para Gostar do Rio de Janeiro, tem tudo isso e muito mais! Entre e divirta-se!Bem estar e lazer ",40,60
Dani e Elas,Daniela Albuquerque,2019,160,Universo,4.0,2,0,0,0,0,1,1,Literatura Brasileira / Medicina e Saúde / Não-ficção ,33,67
Tamanho 44 Também Não é Gorda,Meg Cabot,2009,415,Galera,4.1,2,74,80,6,99,4,5,Chick-lit / Ficção / Literatura Estrangeira ,2,98
Os Diários do Semideus,Rick Riordan,2013,290,Intrínseca,4.1,5,89,57,14,251,7,11, As lições aprendidas com essas histórias poderão salvar a vida de qualquer semideus!Contos / Fantasia / Ficção / Infantil / Infantojuvenil ,24,76
A Evolução Improvável,William von Hippel,2019,304,HarperCollins,4.4,5,0,0,0,3,66,8,"Biografia, Autobiografia, Memórias / Literatura Brasileira / Psicologia ",50,50
Heróis Urbanos,Raphael Montes,2016,184,Rocco,3.4,45,10,0,0,1,213,61, Jovem adulto ,30,70
A Intérprete,Annette Hess,2019,272,Arqueiro,3.9,191,44,0,0,15,1,222,Ficção / Literatura Estrangeira / Romance ,9,91
Lady Whistledown Contra-Ataca,Julia Quinn,2017,352,Arqueiro,4.1,1,158,13,2,86,3,2,Ficção / Literatura Estrangeira / Romance ,1,99
Fogo de Dente-de-Leão,N.D. Wilson,2012,544,Rocco,4.3,15,2,4,0,2,191,23, Será que Henry e sua família vencerão as forças do mal que querem destruí-los? ,28,72
Sempre Irresistível,Christina Lauren,2015,112,Universo,4.0,1,50,14,4,39,1,3,Erótico / Ficção / Literatura Estrangeira / Romance ,1,99
Sedução ao Amanhecer,Lisa Kleypas,2013,319,Arqueiro,4.3,5,235,32,8,82,3,8, Será que Win conseguirá enxergar por baixo da couraça de Kev o homem que um dia conheceu e tanto admirou? E será que o teimoso cigano terá coragem de confrontar um perigoso segredo do passado para não perder a mulher da sua vida?Ficção / Literatura Estrangeira / Romance ,1,99
O Bosque Subterrâneo, Colin Meloy ,2016,432,Galera,4.1,50,12,1,0,11,2,64,Infantojuvenil ,18,82
Recursão,Blake Crouch,2019,320,Intrínseca,4.4,2,618,22,2,295,6,2,Ficção / Ficção científica / Literatura Estrangeira ,21,79
As Lições de Chico Xavier,Marcel Souto Maior,2005,95,Planeta,4.2,118,5,0,0,6,170,219, Literatura Brasileira / Religião e Espiritualidade ,25,75
Persuasão,Jane Austen,2018,288,Martin,4.3,10,681,360,46,951,15,17,Drama / Literatura Estrangeira / Romance ,6,94
O Terceiro Gêmeo,Ken Follett,1997,518,Rocco,3.9,299,11,4,0,13,231,573,Literatura Estrangeira ,32,68
Depois De Deus ,DON CUPITT,1999,141,Rocco,4.0,5,0,0,0,0,9,8,    ,74,26
"Tempo de graça, tempo de dor",Frances de Pontes Peebles,2019,368,Arqueiro,4.3,96,23,1,1,12,515,92,Ficção / Literatura Brasileira / Romance ,8,92
Zika,Donald G. McNeil Jr.,2016,224,Planeta,3.9,13,0,0,0,4,49,13,Medicina e Saúde / Não-ficção ,36,64
Pilares do tempo,Stephen Jay Gould,2002,185,Rocco,4.3,15,0,3,0,8,90,39,Filosofia / Religião e Espiritualidade ,63,37
Sem deixar rastros,sean doolittle,2008,268,Rocco,3.2,34,3,1,0,5,79,47,   ,24,76
Memórias da Segunda Guerra Mundial,Winston Churchill,2017,640,HarperCollins,5.0,1,0,0,0,0,1,1,"Biografia, Autobiografia, Memórias / Não-ficção ",80,20
"Os Contos de Beedle, O Bardo",J.K. Rowling ,2008,128,Rocco,4.2,41,874,302,70,742,40,105," Pegue sua vassoura, alguns galeões e vá buscar o seu!Contos / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira ",24,76
Plutão ,R. J. Palacio,2015,90,Intrínseca,4.2,1,52,5,0,12,1,1,Jovem adulto / Contos / Infantojuvenil ,15,85
As Aventuras de Sherlock Holmes,Sir Arthur Conan Doyle,2020,400,Martin,4.4,6,165,197,23,828,5,13,Aventura / Contos / Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,34,66
Assasinato na Biblioteca,Helena Gomes,2008,255,Rocco,4.2,110,3,2,0,1,37,184,Infantojuvenil / Literatura Brasileira / Romance ,17,83
